course_number,course_contact,course_credits,course_description,course_hours,course_name,course_url,course_area
MTH3130,,2 MTH,"An introduction to real analysis; construction of the real number system; metric spaces and metric topology; compactness; connectedness; functions. Emphasis on mathematical rigor, logic, and proof.",2-0-4,Mathematical Analysis,http://www.olin.edu/course-listing/mth3130-mathematical-analysis/,MTH
MTH3140,"Adams, Sarah Spence",2 MTH,"Error-control codes are used to detect and correct errors that occur when data are transmitted across a noisy channel. This course provides an introduction to error-control codes, including linear, cyclic, binary, and non-binary codes. Mathematics such as modular arithmetic and introductory ring and field theory will be introduced and used extensively. Students must simultaneously enroll in MTH 3140 and ENGR 3140 for a total of 4 credit hours.",4-0-8,Error Control Codes,http://www.olin.edu/course-listing/mth3140-error-control-codes/,MTH
MTH3150,"Geddes, John",4 MTH,"The speed of modern computers has allowed simulation to become a very powerful tool in the design and analysis of systems in science and engineering. This power is easily misused and scientific computing is full of pitfalls. This course introduces students to methods useful for accurately simulating complex systems in the physical sciences and engineering. The first half of the course focuses on iterative techniques for solving algebraic systems, interpolation of functions, and advanced techniques for solutions to ordinary differential equations. The second half of the course focuses on an introduction to solutions to boundary-value problems and solutions to partial differential equations, with the students required to choose an application in science and engineering to solve in detail.",4-0-8,Numerical Methods and Scientific Computing,http://www.olin.edu/course-listing/mth3150-numerical-methods-and-scientific-computing/,MTH
MTH3160,"Hoffman, Aaron",4 MTH,"This course provides an introduction to the analysis of functions in the complex plane. Topics include the Cauchy-Riemann equations, conformal mapping, Cauchy-Goursat theorem, Taylor-Laurent series, the residue theorem, Nyquist criterion, continuation of analytic functions, and applications in science and engineering.",4-0-8,Intro to Complex Variables,http://www.olin.edu/course-listing/mth3160-intro-complex-variables/,MTH
MTH3170,"Geddes, John",4 MTH,"This course will focus on the modern theory of dynamical systems including both discrete and continuous processes. The course will emphasize both theory and applications. Theory topics might include, for example, linear and nonlinear stability theory, periodic solutions, bifurcation theory, chaos, and strange attractors. Applications discussed might include, for example, mechanical oscillators and biological oscillators.",4-0-8,Nonlinear Dynamics and Chaos,http://www.olin.edu/course-listing/mth3170-nonlinear-dynamics-and-chaos/,MTH
MTH3199,Staff,Variable Credits MTH,Special Topics in Mathematics classes (MTH X199) typically cover a specific topic in Mathematics and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Mathematics,http://www.olin.edu/course-listing/mth3199-special-topics-mathematics/,MTH
OIE1000,"Tatar, Nick",1 OIE,"This course aims to introduce and develop skills that facilitate a successful transition into Olin. This course will cultivate critical and creative thinking skills, self reflection, teamwork, leadership, and intrapersonal relationships with peers, faculty, and staff. This course is required.",1-0-3,Olin Introductory Experience,http://www.olin.edu/course-listing/oie1000-olin-introductory-experience/,OIE
OIP1000,Staff,1 ADMN,"Students get the best preparation for their career by obtaining real life experience, preferably in a work setting. This course would require an international student (F-1 visa status) seeking this type of meaningful, career-building internship to receive the necessary career preparation by way of PGP workshops, obtaining the necessary internal authorizations, and completing, along with their employer, a final work experience evaluation. At least 100 work hours would be required at the internship. In addition, the student must participate in at least two Post Graduate Planning workshops. If two of these are not available, the student may take similar, related workshops, or meet with PGP individually to cover the required material.",0-0-15,The Olin Internship Practicum,http://www.olin.edu/course-listing/oip1000-the-olin-internship-practicum/,OIP
SCI1111,"Somerville, Mark",2 SCI,"This course provides an introduction to mathematical modeling and computer simulation of physical systems. Working with a broad range of examples, students practice the steps involved in modeling and analyzing a physical system, learn the role of models in explaining and predicting the behavior of the physical world, and develop skills with the programming and computational tools necessary for simulation. Students work in a studio environment on increasingly open-ended projects, and learn how to present their results, with an emphasis on visual and oral communication.  (This course is taken with MTH1111.)",,Modeling and Simulation of the Physical World,http://www.olin.edu/course-listing/sci1111-modeling-and-simulation-the-physical-world/,SCI
SCI1121,"Zastavker, Yevgeniya",4 SCI,"Electricity and magnetism, including electric charges, forces, and fields, Gauss's Law, potential, electrostatic energy and capacitors, magnetic fields and energy, mutual and self-induction, Ampere's Law, Maxwell's Equations and electromagnetic waves.",4-0-8,Electricity and Magnetism,http://www.olin.edu/course-listing/sci1121-electricity-and-magnetism/,SCI
SCI1121A,"Christianson, Rebecca",4 SCI,see information under SCI1121,,Electricity and Magnetism with Laboratory,http://www.olin.edu/course-listing/sci1121a-electricity-and-magnetism-laboratory/,SCI
SCI1130,"Zastavker, Yevgeniya",4 SCI,"This course provides a thorough introduction to classical mechanics. We will cover kinematics, the basis of Newton's laws, particle dynamics, the concepts of momentum, work, energy, and rotational motion, and oscillations. Additionally, the course will establish the basics of solid and fluid mechanics, concluding with introductory topics in thermodynamics. Our goal is to share with you the excitement of discovering the material universe at its most basic levels and to equip you with the basic knowledge and analytical skills necessary to become a scientist or an engineer. This course is offered in two different flavors. Course sections with a prefix of A are taught as Theoretical Mechanics. Course sections with a prefix of B are taught as Experimental Mechanics and are laboratory based.



Additional Information

SP15:  Section A1:  Theoretical/Experimental Approach; 4 credits (Zastavker)
This class will venture to understand the nature of motion from an analytical perspective allowing you to reinforce your previous knowledge from ModSim and previously taken Mechanics courses as well as further developing your analysis competency. This class will use a mixture of more traditional pedagogy, i.e., interactive lectures and “problem set”-like homework assignments, and non-traditional physics classrooms pedagogy, i.e., discussions and group work. In addition, several other components typical of Olin culture will be also introduced into the course; specifically, student autonomy will be explored through a choice of final project, more traditional final exam, presentation, etc. as a way of both learning and formative assessment. A large team-work component will be also introduced through both the homework assignments and project, should students choose the latter. For students who choose their final deliverable to be in the form of a project, intermediate level of faculty-supported scaffolding will be provided as it will be expected that the students choosing this route are at least somewhat familiar with the self-directed environment and have intermediate level of sophistication as autonomous learners. Additionally, this course will support and allow for further development and honing of students' analytical writing skills.
 
SP15:  Section C1:  Modeling and Simulation Approach; 4 credits (Somerville)
This class is intended to help improve command of mechanics in the realm of ""big"" and ""slow"" stuff (i.e, the world of things that are larger than 10-10 meters and slower than 107 meters per second, which covers pretty much everything we deal with on a daily basis). We'll also be reinforcing some of the skills introduced in ModSim (abstracting models, implementing, validating, and using the models to do work). On the communication front, this flavor will focus on technical writing skills — so expect to be doing some writing! The mixture of work will include some relatively focused problem solving, some more ambiguous open-­‐ended diagnostics, some writing practice, some reflecting and mind mapping, and a major project at the end of the course. Because students generally come in with a wide range of backgrounds, and a wide range of interests, this class will be designed to allow students customize their learning while, at the same time, making sure that everyone gets the core knowledge that will be needed in future courses.",3-3-6,Mechanics,http://www.olin.edu/course-listing/sci1130-mechanics/,SCI
SCI1199,Staff,4 SCI,Special Topics in Physics classes (SCI X199) typically cover a specific topic in Physics and are intended to enhance and expand the selection of offerings from semester to semester.,,Foundation Topic in Physics,http://www.olin.edu/course-listing/sci1199-foundation-topic-physics/,SCI
SCI1210,"Wasylenko, Theresa",4 SCI,"Most of the course material is concerned with our current understanding of the fundamentals of life at the molecular and cellular level. Concepts and information from the disciplines of biochemistry, molecular biology, genetics, evolutionary and cell biology contribute in different ways to provide a coherent view of the components, processes, interdependencies, and other properties common to all organisms. The structure and regulation of genes, properties and synthesis of proteins, and the organization and communication between cells and multi-cellular organisms are essential elements for cellular growth and differentiation that will be studied in detail. Special topics to be considered include, but are not limited to, human genetics, molecular medicine, cancer biology, evolution, genomics, synthetic biology, and ethical implications of the applications of biological research. Students will gain experience with research methods and scientific reasoning through laboratory section experiments, written laboratory research summaries and from other project work.



Additional Information

FA16:  Through the Lens of Human Disease; 4 credits (Wasylenko)
This course explores the fundamental principles of biology through the lens of human disease. The underlying causes of human disease are illustrative of foundational biological concepts. For example, the connection between genetics and biochemistry was established by the study of the metabolic disorder alkaptonuria (a rare disease which causes severe, early-onset arthritis), and the importance of proper protein production and processing is shown by collagen defects in Ehlers-Danlos syndrome (a connective tissue disorder resulting in joint hypermobility and weakened skin and blood vessels). In this course, we will examine numerous examples drawing heavily on historic scientific literature and case studies to understand fundamental biology from a human diseases perspective. Experimental design and analysis will be emphasized, and this understanding will be complemented by laboratory activities. Through discussion, literature analysis, and group projects, students will have diverse opportunities to enhance their written and oral communication skills.
 
SP16: Section 01:  Human Genetics and Genomics; 4 credits (Donis-Keller)
The emphasis in this section is on human genetics and genomics. The classical mechanisms and molecular underpinnings of inherited conditions will be investigated as well as an in‐depth study of classical Mendelian inheritance and more complex events that influence the outward expression of genes. Genomics examples such as the dog genome and genome modifications including the latest breaking findings in genetics and genomics will be studied in class sessions and in the laboratory.
 
SP16:  Section 02:  Think like a Biologist; 4 credits (Huang)
In this survey course we learn fundamental principles of biology in a journey through the field from the molecular to systems levels. We examine different classes of biological problems and interactions across multiple scales through reading and discussion of primary and secondary literature from the field. We draw on examples from the environment, microbiology, biomimicry, and current events. Through analysis of numerous examples we uncover key principles of biology, a toolkit of which can be applied towards examining and solving multifaceted problems. Projects include examination of biology in the context of systems and exploration of ways in which biology informs interdisciplinary problem solving. Through projects and work in the laboratory students develop a practical and foundational understanding of biological principles and practice.",4-3-5,Principles of Modern Biology (with laboratory),http://www.olin.edu/course-listing/sci1210-principles-modern-biology-laboratory/,SCI
SCI1210A,Staff,4 SCI,,,Principles of Modern Biology with Lab,http://www.olin.edu/course-listing/sci1210a-principles-modern-biology-lab/,SCI
SCI1220,"Donis-Keller, Helen",4 SCI,"While the core concepts amongst the versions of Principles of Modern Biology are held in common, the emphasis in this section is on human genetics and genomics. We will explore how the mechanisms of evolution unite all of biology and this will be a common theme throughout the semester. The classical mechanisms and molecular underpinnings of genetic inheritance will be investigated as well as an in-depth study more complex events that influence the outward expression of genes. Ethical implications of genetic manipulations such as CRISPR technology and diagnostic testing will be discussed in depth. Genomics examples from the human, and canine genomes including the latest breaking findings in genetics and genomics will be studied. How geneticists think and work in the laboratory as professionals is explicitly demonstrated through actual student laboratory experience and discovered implicitly through selected case studies.",,Human Genetics and Genomics with Laboratory,http://www.olin.edu/course-listing/sci1220-human-genetics-and-genomics-laboratory/,SCI
SCI1230,"Huang, Jean",4 SCI,"In this survey course we learn fundamental principles of biology through a journey through the field from the molecular to systems levels.   We examine different classes of biological problems and interactions across multiple scales through reading and discussion of primary and secondary literature in the field.  We draw on examples from the environment, microbiology, biomimicry, and current events.  Through analysis of numerous examples we uncover key principles of biology, a toolkit of which can be applied towards examining and solving multifaceted problems.  Projects include examination of biology in the context of systems and exploration of ways in which biology informs interdisciplinary problem solving.  Through projects and work in the laboratory students develop a practical and foundational understanding of biological principles and practice.",,Think Like a Biologist with Laboratory,http://www.olin.edu/course-listing/sci1230-think-biologist-laboratory/,SCI
SCI1240,"Pratt, Joanne",4 SCI,"This class addresses the engineering grand challenge of 'Engineering Better Medicines'.  In this class, students will learn to apply concepts and laboratory skills that are currently used in biological research to solve problems in health and disease and drug discovery and development. Students will also develop skills in technical writing and oral communication, and they will gain experience with the basics of designing, conducting and evaluating laboratory experiments. Students will demonstrate an understanding of the larger societal context in which biological concepts, tools and research play a role in everyday life and medicine, and how societal context shapes the advancement of research in biology and medicine.",,Designing Better Drugs with Laboratory,http://www.olin.edu/course-listing/sci1240-designing-better-drugs-laboratory/,SCI
SCI1250,"Huang, Jean",4 SCI,"Penicillium.  Vibrio cholerae.  Escherichia coli.  Yeast.  The Archaea.  Microbes surround us, and impact our lives, our health, our societies, and our environment.  Research with microbes, the smallest of all living creatures, has enabled discovery and understanding of the fundamental workings of life, opens up rich historical narratives of diseases and cures, and may provide sustainable solutions to problems we face from bioremediation to bioenergy.  We will use six influential microbes as a window into a rich study of the interactions between science and societal context.  This course connects biological concepts and historical knowledge through discussions, integrated assignments, presentations, and hands-on laboratory activities. Let's explore the thrill of biology and history, together.",,Six Microbes that Changed the World with Laboratory,http://www.olin.edu/course-listing/sci1250-six-microbes-changed-the-world-laboratory/,SCI
SCI1310,"Hersey, Scott Oakley",4 SCI,"This course introduces students to the fundamental aspects of aqueous and solid state chemistry. Topics include stoichiometry, gas laws, atomic structure and bonding, atomic theory, quantum theory, acid/base chemistry, solubility, electrochemistry, kinetics, thermodynamics, and reaction equilibria.



Additional Information

SP16:  Chemistry in Context:  Environmental Milestones, Opportunities, and the Human Condition; 4 credits (Hersey, Martello)
Please note that this course must be taken concurrently with AHSE2199 (4 credits).
People, institutions, and cultures are intricately connected with the natural environment, and these connections are the source of profound scientific and historical insights. Certain combinations of values, technologies, and policies lead to a symbiotic relationship benefiting humans and the natural world. But this relationship often takes a darker turn into natural resource exploitation and environmental degradation, with the potential for catastrophic results. In this course, we will take a holistic look at anthropogenic (human‐derived) impacts on the environment, considering the historical, social, and political context surrounding environmental disasters and opportunities at local and global scales, while using chemistry, physics, and engineering to understand the fundamental physical basis of the human‐environment relationship (giving particular emphasis to aqueous‐ and gas‐phase chemical processes). Chemistry in Context is being developed and offered for the first time by Rob Martello and Scott Hersey as an eight credit course (4 SCI + 4 AHS credits) that satisfies Olin’s chemistry and materials science requirement. The pioneering students who enroll in Chemistry in Context will participate in the course design process by helping us locate readings, choose different assignments (including at least one project), and design laboratory exercises that you will then carry out. If you join us, you will not merely witness history and science… you will make it!",4-3-5,Introduction to Chemistry (with laboratory),http://www.olin.edu/course-listing/sci1310-introduction-chemistry-laboratory/,SCI
SCI1399,Staff,Variable Credits SCI,Special Topics in Chemistry classes (SCI X399) typically cover a specific topic in Chemistry and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Chemistry,http://www.olin.edu/course-listing/sci1399-special-topics-chemistry/,SCI
SCI1410,"Stolk, Jonathan; Christianson, Rebecca",4 SCI,"This laboratory-based course introduces students to the relationships among structure, processing, properties, and performance of solid state materials including metals, ceramics, polymers, composites, and semiconductors. Topics include atomic structure and bonding, crystallography, diffusion, defects, equilibrium, solubility, phase transformations, and electrical, magnetic, thermal, optical and mechanical properties. Students apply materials science principles in laboratory projects that emphasize experimental design and data analysis, examination of material composition and structure, measurement and modification of material properties, and connection of material behavior to performance in engineering applications. The course is offered in four ""flavors."" Each flavor has a different emphasis in some of the course projects, but all course flavors provide for significant student choice in project topics and experimental processes.
A. Historical Context (co-taught with AHSE 2110)
B. Environmental and Societal Impact of Materials
C. Biomaterials, Polymers and Mechanical Properties
D. Electrical and Magnetic Properties 
Course flavors will be differentiated by the appropriate letter as a prefix to the section. The course number will be SCI 1410 for all versions.",3-3-6,Materials Science and Solid State Chemistry (with laboratory),http://www.olin.edu/course-listing/sci1410-materials-science-and-solid-state-chemistry-laboratory/,SCI
SCI1410A,"Stolk, Jonathan",4 SCI,,,Materials Science and Solid State Chemistry with lab,http://www.olin.edu/course-listing/sci1410a-materials-science-and-solid-state-chemistry-lab/,SCI
SCI2032,"Mahajan, Sanjoy",2 SCI,"This course may be used to satisfy the Probability and Statistics requirement
This course is an introduction to probability and statistics, with applications to mathematics, science, and engineering. The approach is Bayesian and emphasizes making decisions based on incomplete information. Topics include discrete and continuous probability distributions, conditional probability, prior and posterior probabilities, hypothesis testing, Shannon information, decision making, history of the Bayesian approach, and its advantages over the orthodox (frequentist) approach. Applications include: p values and confidence intervals, statistical mechanics and entropy, the Monty Hall problem, code breaking, plausible reasoning in mathematics, how Laplace estimated the mass of Saturn, and playing games of imperfect information such as blackjack or Mastermind.",,Bayesian Inference and Reasoning,http://www.olin.edu/course-listing/sci2032-bayesian-inference-and-reasoning/,SCI
SCI2050,"Mahajan, Sanjoy",4 SCI,"For historical reasons, our courses are organized by disciplinary area, be it mechanics, calculus, differential equations, or molecular biology.  However, there are modes of reasoning that span many areas of science or engineering.  Nine such crosscutting modes of reasoning are the focus of the proposed course.  The nine modes group themselves into three approaches to the complexity of the world:  (1) organizing the complexity (for example, with divide-and-conquer reasoning); (2) discarding apparent complexity (for example, with symmetry or dimensional analysis); and (3) discarding actual complexity (for example, by approximating with spring models or lumping).",,Art of Approximation in Science and Engineering,http://www.olin.edu/course-listing/sci2050-art-approximation-science-and-engineering/,SCI
SCI2099,Staff,Variable Credits SCI,"Special Topics in Science classes (SCI X099) typically cover a specific topic in Science and are intended to enhance and expand the selection of offerings from semester to semester.



Additional Information

SP16:  2099D:  The Intersection of Art, Biology and Technology; 4 credits (Donis-Keller)
Please note that this course must be taken concurrently with AHSE2199D (4 credits)
This project‐based course will encourage participants to cross boundaries between art, biology and technology with hands‐on projects inspired by contemporary and historical work in these fields. How might biology inform art practice and how might art inform biology? What role does technology play in advancing or setting back each field and how might art and biology inspire technological breakthroughs? What are the implications of being able to change the genome of an organism? These are just some of the questions we will pursue during this course. Students will conduct a CRISPR genome editing experiment and consider the ethical implications of such work. We will also work with visualization technologies such as the scanning electron microscope (SEM). Studio work will employ a variety of technologies old and new such as 3D printing in preparation for final student‐directed projects that are informed by biology, art and technology. The literature in the area of art and science, particularly with respect to biology has grown considerably and we will delve into a variety of written works, films and video resources, and listen first‐hand to practitioners in these areas about the challenges and rewards of interdisciplinary work in fields that most would regard as unrelated. The goal by the end of the course is to acquire an attitude that allows fluid movement from one field to the other in thinking and doing so as to garner creative strength not possible from study of each field alone.
 
SP15:  2099A:  Paradigms, Predictions and Joules:  A Historical and Scientific Approach to Energy and the Environment; 3 credits (Martello, Brabander)
Please note that this course must be taken concurrently with AHSE2199A (3 credits).
This interdisciplinary course, featuring faculty and students from both Olin and Wellesley colleges, will focus on “grand challenges” at the interface between energy and the environment through the disciplinary lenses of the history of technology and environmental science. We will study the changing relationship between human societies and their natural environment, focusing upon the consequences of human energy use (agricultural production, power generation, and other forms of energy) at the local, regional, and global scales. By combining the tools, analytical frameworks, and skills found in the history and environmental science fields, we will build first-­‐order ""hindcast"" models that explain the observations and trends that we observe from historical case studies. By the end of the semester we will determine the key components required for assembling forecast-­‐oriented energy use models that extrapolate the impacts of present environmental technologies and practices into the future.
This course will include equal numbers of Olin and Wellesley students, and will alternate class sessions at both campuses. Students will begin the semester with a series of readings and exercises that build skills and familiarity in the broad area of environmental studies: for example, we will work with framing environmental concept maps using environmental engineering principles (e.g. control volumes, flux, residence time) and environmental science concepts (energy conservation and energy density calculations), historical research and analysis, environmental ethics, and writing/presentation exercises centered around important case studies of interactions between societies, energy technologies, and the natural environment. We will use these skills and perspectives for the remainder of the semester as we conduct two research projects related to energy use, sustainability, and environmental impacts in both ancient societies and the modern day. This course involves extensive team project work and will offer many opportunities for students to identify their own goals and shape their studies in order to achieve those goals.",,Special Topics in Science,http://www.olin.edu/course-listing/sci2099-special-topics-science/,SCI
SCI2130,"Holt, Stephen",4 SCI,"This course is an introduction to quantum physics. Although quantum physics is the most successful description of natural phenomena that has ever been devised, quantum ""reality"" is so intuitively frustrating that Nobel laureate Richard Feynman once famously said: ""Nobody understands quantum mechanics!"" The course material includes the origin and development of quantum mechanics and quantum statistics, with the goal of providing an appreciation for the quantum rationale for the structure and characteristics of nuclei, atoms, molecules, fluids and solids (including semiconductors).  With permission of instructor, this course can be used for Physics Foundation credit.",4-0-8,Quantum Physics,http://www.olin.edu/course-listing/sci2130-quantum-physics/,SCI
SCI2140,"Holt, Stephen",2 SCI,"When it was first introduced, Einstein's Special Theory of Relativity rocked the foundations of classical physics with a plethora of ""paradoxes"" such as identical twins who could have different biological ages. Like swimming or bicycle riding, Special Relativity can be completely mastered without formal physics prerequisites, and this course will be taught from first principles that do not require any specialized physics knowledge. This approach will naturally lead to an introduction of General Relativity, including some characteristics of Black Holes.",2-0-4,Relativity,http://www.olin.edu/course-listing/sci2140-relativity/,SCI
SCI2145,"Holt, Stephen",2 SCI,"The universe is full of hot stuff! The oldest radiation that we can measure originally arose where the temperature was only thousands of degrees, but there is indirect evidence for the early universe that requires temperatures of trillions of degrees. As the universe expands and cools there are still occasional (but quite frequent) episodes involving temperatures of millions or even billions of degrees that are manifested in phenomena like supernovae and black holes. These high energy episodes are not just curiosities: supernovae are responsible for most of the chemical elements associated with life on Earth, and giant black holes are present at the cores of virtually all galaxies. This course will examine how the theoretical and empirical study of X-rays and gamma-rays can probe the high energy universe.",2-0-4,High Energy Astrophysics,http://www.olin.edu/course-listing/sci2145-high-energy-astrophysics/,SCI
SCI2199,Staff,Variable Credits SCI,Special Topics in Physics classes (SCI X199) typically cover a specific topic in Physics and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Physics,http://www.olin.edu/course-listing/sci2199-special-topics-physics/,SCI
SCI2210,"Pratt, Joanne",4 SCI,"Immunology is a relatively new science, and our understanding of our immune system is evolving at a rapid pace. When the immune system functions properly, infectious pathogens and potential cancer cells are destroyed. When our immune system malfunctions, normally harmless microorganisms can cause serious infections, autoimmune diseases or allergies can develop and cancer cells can evade immune surveillance and grow unchecked. In this lecture and discussion-based class, we will investigate the molecular and cellular mechanisms that control our immune responses. Current research in immunology will be emphasized through analysis of primary literature and media articles.",4-0-8,Immunology,http://www.olin.edu/course-listing/sci2210-immunology/,SCI
SCI2214,"Huang, Jean",4 SCI,"This course is an introduction to the tremendous diversity of the microbial world and its applications.  Topics include: bacterial growth, energy metabolism, nutrient cycling, symbiosis, bioremediation, biofilm formation, and techniques for culturing and working with bacteria.  This course approaches the study of environmental bacteria and their metabolic, physiological and genetic diversity through primary literature and laboratory work.  Students will learn biochemical, molecular and bioinformatics techniques for working with microbial systems.  Students will explore the microbial world first through guided laboratory exercises followed by development of individual and group special laboratory projects.  Students will develop working knowledge of microbiology that may be applied to a range of situations, from study of systems were microbes are a problem to development of biological solutions using microbes.",3-3-6,Microbial Diversity,http://www.olin.edu/course-listing/sci2214-microbial-diversity/,SCI
SCI2220,"Zastavker, Yevgeniya",4 SCI,"Why is a giraffe's head so small in comparison to the rest of its body? Why do babies' heads flatten when they sleep in the same position? Why do knees bend only in one direction? Why are people taller in the morning? In this course, we will study the nature and function of human body and its movement with specific emphasis on movements produced in sport, dance, and every day physical activities. The principles of Newtonian mechanics, statics, and dynamics will be applied to discuss behavior of bones, tendons, ligaments, and muscles during human movement.
This course is cross-listed as ENGR 2620.",4-0-8,Biomechanics,http://www.olin.edu/course-listing/sci2220-biomechanics/,SCI
SCI2299,Staff,Variable Credits SCI,"Special Topics in Biology classes (SCI X299) typically cover a specific topic in Biology and are intended to enhance and expand the selection of offerings from semester to semester.



Additional Information

FA14:  Emerging Technologies in Cancer Research and Treatment; 4 credits (Pratt)
More than thirty years have passed since the declaration of a “War on Cancer”, yet nearly 600,000 Americans are predicted to die from cancer this year. This course will examine the environmental and biological causes of cancer and recent advancements in cancer treatments. We will also explore the “hype vs hope” of cancer breakthroughs reported in the news. This class will include a laboratory component that will provide hands on experience with current cancer research techniques.",,Special Topics in Biological Sciences,http://www.olin.edu/course-listing/sci2299-special-topics-biological-sciences/,SCI
SCI2320,,4 SCI,"An introduction to the fundamentals of organic chemistry with an emphasis on applications in biology, biotechnology, synthetic polymers, and the environment. Topics include structure and bonding in organic compounds; chemical and physical properties of organic molecules and bulk organic materials; reaction mechanisms and kinetics; structure-reactivity relationships; chemical and physical transformations; synthesis of organic molecules; and characterization techniques. It is strongly suggested that students who intend to take SCI 2320 first take Introduction to Chemistry, or an equivalent college level course.",4-3-5,Organic Chemistry (with laboratory),http://www.olin.edu/course-listing/sci2320-organic-chemistry-laboratory/,SCI
SCI2399,Staff,Variable Credits SCI,Special Topics in Chemistry classes (SCI X399) typically cover a specific topic in Chemistry and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Chemistry,http://www.olin.edu/course-listing/sci2399-special-topics-chemistry/,SCI
SCI3120,"Christianson, Rebecca",4 SCI,"Why do metals conduct heat well while insulators do not? Why is silicon a better semiconductor than diamond, even though they have the same structure? Why is lead a good superconductor at low temperature, while copper is not? We will explore the current understanding of insulators, metals, semiconductors and superconductors through some of the basic tools of solid state physics, and will learn how to apply these tools to the novel materials being developed today.
This course is cross-listed as ENGR 3812.",4-0-8,Solid State Physics,http://www.olin.edu/course-listing/sci3120-solid-state-physics/,SCI
SCI3130,"Zastavker, Yevgeniya",4 SCI,"Classical mechanics revisited with the use of mathematical formulation that makes the ""old and dusty"" Newton's laws shine in all their beauty. Using differential equations and linear algebra tools, we will venture to look at things only hinted at in introductory physics: variational principles, the two-body problem, motion in accelerated frames, rigid body dynamics, oscillations, Lagrangian and Hamiltonian mechanics, continuum mechanics, nonlinear dynamics, and chaos.",4-0-8,Advanced Classical Mechanics,http://www.olin.edu/course-listing/sci3130-advanced-classical-mechanics/,SCI
SCI3199,Staff,Variable Credits SCI,Special Topics in Physics classes (SCI X199) typically cover a specific topic in Physics and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Physics,http://www.olin.edu/course-listing/sci3199-special-topics-physics/,SCI
SCI3210,"Donis-Keller, Helen",4 SCI,"It is now understood that many, if not the majority, of human disorders, including cancers, have an underlying genetic component. In this modern age of healthcare, we are expected to choose amongst an array of therapeutic options for ourselves and for our children rather than respond to specific directives from the medical establishment. In addition, we are called upon as voting citizens to make ethical decisions, e.g. the appropriateness of stem cell cloning. Therefore, it is in the interest of each person to learn more than the fundamentals of biology and genetics in order to make educated choices. In this course we will be concerned with the traditional concepts of human genetics including pedigree analysis, linkage mapping, Mendelian, multi-locus and complex traits, and genetic testing. However, for the most part, the course will view human genetics through a molecular lens. For example, the molecular basis of pathological conditions such as Huntington's disease, hypercholesterolemia, Fragile-X and others will be examined in detail, as will gene imprinting and imprinting-related abnormalities (e.g. Angelman and Prader-Willi syndromes). Comparative genomics will be applied to the study of heritable traits in humans. The structure, function, and evolution of the sex chromosomes will also receive special attention. Gene therapy, cloning (stem cell, germ line) and the associated ethical issues will be considered in some depth. Students who are interested in bioengineering or medical school should find this course useful as well as those who have a general interest in the human as an organism.",4-0-8,Human Molecular Genetics in the Age of Genomics,http://www.olin.edu/course-listing/sci3210-human-molecular-genetics-the-age-genomics/,SCI
SCI3220,"Donis-Keller, Helen",4 SCI,"The process of discovery in biology must be experienced, not simply read about in a textbook, in order for one to fully appreciate what it takes to do science and how it feels to discover something not previously known. Bacteriophages (viruses of bacteria) are particularly interesting and relevant subjects for study because they constitute the majority of all biological entities. An estimated 1031 tailed phages inhabit the planet earth! Knowledge of phages and their host bacteria is important from a public health perspective and phages present an opportunity for study of bioengineering organisms. This hands-on course provides a guided primary research experience in the isolation, purification, characterization, and sequence annotation of bacteriophages of M. smegmatis.
Purified viruses, named by their discoverers, will be investigated by a variety of means including Transmission Electron Microscopy (TEM) and DNA sequencing of their entire genomes. Students in this course will gain experience with the fields of genomics and bioinformatics from the analysis of new phage genomes. Putative new genes will be identified and compared with those from similar organisms in order to better understand the extent of diversity and evolution of mycobacteriophages.
Weekly journal club discussions including visits by seminar speakers enhance understanding of phage biology and genomics.",2-2-4,Bacteriophage Genomics Research Project Laboratory,http://www.olin.edu/course-listing/sci3220-bacteriophage-genomics-research-project-laboratory/,SCI
